Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_1_1719.222.fa,0.033888889,9.66E-07,0.22962963,9.22E-07,0.131086142,9.21E-07,0.034305317,1.14E-06,0.006315789,6.57E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__;g__;s__,Firmicutes_A,UMGS1883 sp.,FALSE,4.08E-24,23.38937532,-0.22331384,75.24271845,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_7_THA1072JZ.171.fa,0.04,7.94E-07,0.22962963,1.04E-06,0.157303371,8.92E-07,0.041166381,7.19E-07,0.006315789,4.13E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-605;s__CAG-605 sp900545005,Firmicutes,CAG-605 sp900545005,FALSE,4.08E-24,23.38937532,-0.22331384,75.24271845,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_8_1817.181.fa,0.041111111,1.55E-06,0.259259259,2.41E-06,0.142322097,2.29E-06,0.041166381,8.22E-07,0.012631579,6.41E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp002349525,Firmicutes_A,V9D3004 sp002349525,FALSE,4.67E-24,23.33024683,-0.24662768,75.1618123,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_18_1660.36.fa,0.023888889,7.72E-07,0.222222222,7.92E-07,0.131086142,8.12E-07,0.005145798,9.28E-07,0.005263158,3.99E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-884;s__,Firmicutes,CAG-884 sp.,FALSE,6.31E-24,23.20022809,-0.216959064,75.12135922,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.223.fa,0.016666667,5.90E-07,0.192592593,6.10E-07,0.104868914,5.91E-07,0.001715266,6.94E-07,0.001052632,4.63E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__,Firmicutes_A,CAG-238 sp.,TRUE,7.35E-24,23.13371705,-0.191539961,75.08090615,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.331.fa,0.022222222,2.42E-06,0.2,3.22E-06,0.134831461,2.58E-06,0.003430532,3.44E-07,0.002105263,1.70E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,TRUE,1.03E-23,22.9887347,-0.197894737,75,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_9_1735.182.fa,0.017777778,1.80E-06,0.2,1.95E-06,0.108614232,1.89E-06,0.001715266,1.56E-06,0.002105263,5.71E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__,Firmicutes,CAG-302 sp.,TRUE,1.03E-23,22.9887347,-0.197894737,75,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_8_2643.109.fa,0.019444444,1.43E-06,0.2,1.58E-06,0.112359551,1.56E-06,0.005145798,8.29E-07,0.002105263,3.89E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,FALSE,1.03E-23,22.9887347,-0.197894737,75,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.56.fa,0.03,4.45E-07,0.237037037,3.56E-07,0.119850187,3.56E-07,0.024013722,7.38E-07,0.008421053,2.91E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,Firmicutes_A,Oscillibacter sp.,FALSE,1.10E-23,22.96054101,-0.228615984,74.91909385,
GUT_GENOME276106.fna,0.232777778,1.63E-06,0.592592593,1.85E-06,0.423220974,1.74E-06,0.245283019,1.64E-06,0.171578947,1.55E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615,Firmicutes_A,CAG-83 sp900548615,FALSE,1.26E-23,22.89824847,-0.421013645,74.87864078,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.69.fa,0.057222222,7.75E-07,0.266666667,9.18E-07,0.168539326,8.73E-07,0.073756432,6.61E-07,0.015789474,8.09E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,Firmicutes_A,Oscillospiraceae sp.,FALSE,2.05E-23,22.68847495,-0.250877193,74.8381877,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.328.fa,0.126666667,5.73E-07,0.37037037,5.70E-07,0.224719101,5.39E-07,0.205831904,6.42E-07,0.050526316,4.42E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1750;g__UBA7102;s__,Firmicutes_A,UBA7102 sp.,FALSE,2.06E-23,22.68619221,-0.319844055,74.79773463,
GUT_GENOME256231.fna,0.080555556,2.60E-06,0.288888889,2.36E-06,0.235955056,3.64E-06,0.104631218,1.91E-06,0.022105263,1.48E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434915,Firmicutes_A,CAG-488 sp000434915,FALSE,2.46E-23,22.60870348,-0.266783626,74.73705502,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233.133.fa,0.042222222,1.09E-06,0.288888889,1.69E-06,0.164794007,1.55E-06,0.018867925,4.89E-07,0.022105263,4.34E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__,Firmicutes_A,NK3B98 sp.,FALSE,2.46E-23,22.60870348,-0.266783626,74.73705502,
GUT_GENOME222400.fna,0.022222222,3.52E-06,0.177777778,5.02E-06,0.123595506,3.86E-06,0.012006861,1.89E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1227;s__UBA1227 sp900545655,Firmicutes_A,UBA1227 sp900545655,FALSE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_G_11_1585.18.fa,0.015555556,3.65E-07,0.177777778,3.94E-07,0.097378277,3.75E-07,0.003430532,2.31E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__,Firmicutes_A,CAG-170 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_14_1114.128.fa,0.022222222,8.54E-07,0.177777778,1.02E-06,0.119850187,9.70E-07,0.013722127,3.90E-07,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__,Proteobacteria,RUG410 sp.,FALSE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_6_1603.125.fa,0.013888889,1.31E-06,0.177777778,1.18E-06,0.08988764,1.18E-06,0.001715266,4.38E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__,Firmicutes_A,UMGS1663 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_8_1096.105.fa,0.015555556,4.00E-06,0.177777778,4.29E-06,0.101123596,4.13E-06,0.001715266,4.78E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__,Firmicutes_A,CAG-465 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_8_1817.153.fa,0.015,2.24E-06,0.177777778,2.39E-06,0.097378277,2.23E-06,0.001715266,2.75E-06,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__,Firmicutes,CAG-460 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_18_2193.142.fa,0.024444444,7.15E-07,0.177777778,8.64E-07,0.138576779,7.78E-07,0.012006861,3.79E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__;s__,Firmicutes,CAG-302 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_5_1733.262.fa,0.022222222,5.33E-07,0.177777778,5.09E-07,0.112359551,5.18E-07,0.017152659,5.79E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__,Firmicutes_A,CAG-170 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_21_2150.71.fa,0.026111111,8.50E-07,0.177777778,5.99E-07,0.119850187,5.77E-07,0.025728988,1.43E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,Firmicutes_A,CAG-83 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_19_2669.135.fa,0.014444444,1.51E-06,0.177777778,1.60E-06,0.093632959,1.55E-06,0.001715266,4.81E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp001940165,Firmicutes_A,Roseburia sp001940165,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.195.fa,0.016111111,2.47E-06,0.177777778,2.90E-06,0.097378277,2.72E-06,0.005145798,3.24E-07,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__,Proteobacteria,RUG410 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_19_2499.192.fa,0.013888889,7.60E-07,0.177777778,7.79E-07,0.093632959,7.60E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__,Firmicutes,CAG-451 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525.360.fa,0.013333333,7.69E-07,0.177777778,7.69E-07,0.08988764,7.69E-07,0,,0,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,Actinobacteriota,Eggerthellaceae sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_4_1526.338.fa,0.018333333,1.20E-06,0.177777778,1.49E-06,0.116104869,1.26E-06,0.003430532,3.42E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__,Firmicutes,CAG-533 sp.,TRUE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_I_12_1518.112.fa,0.016111111,5.94E-07,0.177777778,5.67E-07,0.108614232,5.94E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,Firmicutes_A,Lachnospiraceae sp.,FALSE,2.78E-23,22.5554445,-0.177777778,74.39320388,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_2_1640.79.fa,0.028888889,1.06E-06,0.222222222,1.33E-06,0.131086142,1.22E-06,0.018867925,6.65E-07,0.006315789,8.42E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__;s__,Firmicutes_A,UMGS1810 sp.,FALSE,3.42E-23,22.46624649,-0.215906433,74.04935275,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.406.fa,0.023888889,4.42E-07,0.222222222,4.63E-07,0.119850187,4.54E-07,0.008576329,3.88E-07,0.006315789,4.20E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__;s__,Firmicutes_A,CAG-74 sp.,FALSE,3.42E-23,22.46624649,-0.215906433,74.04935275,
GUT_GENOME253237.fna,0.068888889,4.65E-06,0.311111111,9.00E-06,0.213483146,7.07E-06,0.066895369,1.80E-06,0.029473684,3.70E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433755,Firmicutes_A,CAG-465 sp000433755,FALSE,3.57E-23,22.44784007,-0.281637427,73.98867314,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_13_1776.255.fa,0.09,9.69E-07,0.37037037,1.04E-06,0.228464419,1.12E-06,0.089193825,1.09E-06,0.051578947,6.47E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp003343845,Firmicutes_A,UMGS902 sp003343845,FALSE,3.81E-23,22.41894392,-0.318791423,73.94822006,
GUT_GENOME256714.fna,0.255555556,2.06E-06,0.6,4.24E-06,0.471910112,3.12E-06,0.276157804,1.57E-06,0.182105263,1.75E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000438155,Firmicutes_A,CAG-95 sp000438155,FALSE,6.52E-23,22.18607219,-0.417894737,73.90776699,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_21_1577.96.fa,0.015555556,1.89E-06,0.185185185,2.06E-06,0.093632959,2.06E-06,0.003430532,3.18E-07,0.001052632,8.73E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-628;s__,Firmicutes,CAG-628 sp.,TRUE,6.82E-23,22.16651601,-0.184132554,73.84708738,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.385.fa,0.014444444,4.80E-07,0.185185185,4.88E-07,0.093632959,4.88E-07,0,,0.001052632,2.92E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,Firmicutes_A,Lachnospiraceae sp.,TRUE,6.82E-23,22.16651601,-0.184132554,73.84708738,
GUT_GENOME043892.fna,0.031666667,3.56E-07,0.207407407,4.27E-07,0.119850187,4.02E-07,0.036020583,3.04E-07,0.004210526,2.63E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900555665,Firmicutes_A,CAG-170 sp900555665,FALSE,7.56E-23,22.12135447,-0.203196881,73.76618123,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K127_MEGAHIT__Hadza_MoBio_hadza-A-D_C_6_1128.661.fa,0.02,3.61E-07,0.207407407,3.80E-07,0.108614232,3.74E-07,0.005145798,3.46E-07,0.004210526,2.75E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1448;s__,Firmicutes_A,UBA1448 sp.,TRUE,7.56E-23,22.12135447,-0.203196881,73.76618123,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_O_6_1198.29.fa,0.031666667,7.68E-07,0.22962963,7.35E-07,0.131086142,7.07E-07,0.024013722,8.94E-07,0.008421053,8.11E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__,Firmicutes_A,CAG-1435 sp.,FALSE,8.82E-23,22.05446961,-0.221208577,73.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.333.fa,0.061111111,1.08E-06,0.22962963,1.10E-06,0.179775281,1.46E-06,0.092624357,8.60E-07,0.008421053,3.25E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900546415,Firmicutes_A,CAG-110 sp900546415,FALSE,8.82E-23,22.05446961,-0.221208577,73.68527508,
GUT_GENOME018456.fna,0.037777778,1.14E-06,0.2,4.67E-07,0.228464419,1.11E-06,0.006861063,1.27E-06,0.003157895,1.39E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900544455,Actinobacteriota,CAG-1427 sp900544455,FALSE,9.25E-23,22.03381009,-0.196842105,73.60436893,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_1_1770.94.fa,0.02,3.09E-07,0.2,3.02E-07,0.104868914,3.00E-07,0.008576329,3.24E-07,0.003157895,3.75E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,Firmicutes_A,CAG-272 sp.,TRUE,9.25E-23,22.03381009,-0.196842105,73.60436893,
GUT_GENOME023366.fna,0.035555556,9.85E-07,0.192592593,8.12E-07,0.127340824,7.18E-07,0.048027444,1.35E-06,0.002105263,4.39E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp900552885,Firmicutes_A,CAG-590 sp900552885,FALSE,9.27E-23,22.03295588,-0.190487329,73.50323625,
GUT_GENOME132069.fna,0.020555556,1.02E-06,0.192592593,9.02E-07,0.101123596,9.17E-07,0.013722127,1.51E-06,0.002105263,4.37E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900550585,Firmicutes_A,CAG-83 sp900550585,FALSE,9.27E-23,22.03295588,-0.190487329,73.50323625,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.184.fa,0.033333333,3.94E-07,0.192592593,3.46E-07,0.112359551,4.05E-07,0.048027444,3.95E-07,0.002105263,2.09E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1815;s__,Firmicutes_A,UMGS1815 sp.,FALSE,9.27E-23,22.03295588,-0.190487329,73.50323625,
GUT_GENOME129462.fna,0.077777778,9.72E-07,0.303703704,1.04E-06,0.198501873,9.23E-07,0.102915952,9.65E-07,0.028421053,1.08E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UMGS1795;s__UMGS1795 sp900555125,Firmicutes_A,UMGS1795 sp900555125,FALSE,1.03E-22,21.98559541,-0.275282651,73.4223301,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_G_11_1585.143.fa,0.051111111,5.86E-07,0.318518519,4.81E-07,0.168539326,4.72E-07,0.025728988,8.44E-07,0.033684211,6.25E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-710;s__,Firmicutes,CAG-710 sp.,FALSE,1.26E-22,21.90126721,-0.284834308,73.38187702,
GUT_GENOME257123.fna,0.227222222,1.25E-06,0.585185185,1.86E-06,0.393258427,1.59E-06,0.23670669,1.07E-06,0.174736842,1.20E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900547315,Firmicutes_A,UBA1777 sp900547315,FALSE,1.66E-22,21.77927722,-0.410448343,73.34142395,
GUT_GENOME209802.fna,0.617222222,2.04E-06,0.940740741,5.66E-06,0.752808989,4.05E-06,0.680960549,1.89E-06,0.54,1.36E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885,Firmicutes_A,Faecalibacterium sp900539885,FALSE,1.76E-22,21.7537931,-0.400740741,73.30097087,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_13_THA1070JZ.39.fa,0.126666667,3.82E-06,0.385185185,3.53E-06,0.325842697,3.26E-06,0.142367067,4.64E-06,0.061052632,3.50E-06,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415,Cyanobacteria,Zag1 sp001765415,FALSE,2.12E-22,21.67286629,-0.324132554,73.2605178,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_21_2150.242.fa,0.074444444,9.20E-07,0.303703704,8.72E-07,0.209737828,9.59E-07,0.085763293,1.02E-06,0.029473684,6.65E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QALW01;g__UMGS1338;s__UMGS1338 sp900550805,Firmicutes_A,UMGS1338 sp900550805,FALSE,2.32E-22,21.63487174,-0.274230019,73.22006472,
GUT_GENOME014720.fna,0.030555556,2.99E-06,0.17037037,2.94E-06,0.108614232,2.64E-06,0.044596913,3.38E-06,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1585;s__UMGS1585 sp900553205,Cyanobacteria,UMGS1585 sp900553205,FALSE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K127_MEGAHIT__Hadza_MoBio_hadza-A-D_C_6_1128.278.fa,0.018333333,1.62E-07,0.17037037,1.80E-07,0.097378277,1.71E-07,0.012006861,1.28E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,Firmicutes_A,Oscillospiraceae sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_2_1553.154.fa,0.014444444,1.01E-06,0.17037037,1.08E-06,0.093632959,1.03E-06,0.001715266,4.55E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UMGS995;s__,Firmicutes,UMGS995 sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_6_1152.343.fa,0.013333333,1.14E-06,0.17037037,1.17E-06,0.086142322,1.17E-06,0.001715266,2.91E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,Firmicutes_A,Borkfalkiaceae sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_8_1631.160.fa,0.020555556,1.35E-06,0.17037037,1.03E-06,0.101123596,9.69E-07,0.017152659,2.36E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__,Firmicutes_A,RUG806 sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_11_1531.83.fa,0.016111111,2.99E-06,0.17037037,3.43E-06,0.101123596,2.99E-06,0.003430532,2.87E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,Firmicutes_A,UBA1777 sp.,FALSE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_N_3_1523.294.fa,0.013333333,1.13E-06,0.17037037,1.16E-06,0.08988764,1.13E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__,Firmicutes_A,Eubacterium_I sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_6_2213.54.fa,0.014444444,1.39E-06,0.17037037,1.49E-06,0.08988764,1.45E-06,0.003430532,6.84E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA4716;s__,Firmicutes_A,UBA4716 sp.,TRUE,2.64E-22,21.57853801,-0.17037037,72.91666667,
